> ⛔ **2026-09-13 重驗後仍不可用。**
> 收割期實驗的逐列資料；舊資料集年代 => 作廢。
> 現行權威：`../研究總覽_v2.md`。

date,run,block,psnr,ssim,lpips
2026-07-02,mcmc_2dgs_60k_sh3_aggr17_aerial,0,26.054216384887695,0.7087054252624512,0.564460277557373
2026-07-03,mcmc_2dgs_60k_sh3_aggr17_aerial,1,23.85993003845215,0.6947951912879944,0.6144724488258362
2026-07-03,mcmc_2dgs_60k_sh3_aggr17_aerial,2,21.053834915161133,0.697053849697113,0.4873376488685608
2026-07-03,mcmc_2dgs_60k_sh3_aggr17_aerial,3,11.704118728637695,0.43915799260139465,0.7661944031715393
2026-07-03,mcmc_2dgs_60k_sh3_aggr17_aerial,4,25.365020751953125,0.7375898361206055,0.4410812556743622
2026-07-03,mcmc_2dgs_60k_sh3_aggr17_aerial,5,20.115100860595703,0.6279657483100891,0.6843528747558594
2026-07-02,mcmc_2dgs_60k_sh3_aggr17_aerial,6,21.3939208984375,0.5887374877929688,0.7602319121360779
2026-07-02,mcmc_2dgs_60k_sh3_aggr17_aerial,7,21.57512855529785,0.6533911824226379,0.4580362141132355
2026-06-07,mcmc_2dgs_b7,7,22.04266357421875,0.6534307599067688,0.46741724014282227
2026-06-07,mcmc_2dgs_b7_cap200,7,21.136402130126953,0.6060813069343567,0.540137529373169
2026-06-07,mcmc_2dgs_b7_cap300,7,21.510210037231445,0.6266170144081116,0.5118941068649292
2026-06-26,mcmc_60k_sh3_aggr17_COARSE_b7,7,22.27324104309082,0.6600413918495178,0.45521149039268494
2026-07-19,mcmc_60k_sh3_aggr17_b12,12,22.446393966674805,0.5936838984489441,0.7396803498268127
2026-07-07,mcmc_60k_sh3_aggr17_b13,13,23.873390197753906,0.6896145939826965,0.4736288785934448
2026-06-30,mcmc_60k_sh3_aggr17_b7,7,,,
2026-07-06,mcmc_60k_sh3_aggr17_b8,8,23.61807632446289,0.7052245736122131,0.4299532473087311
2026-07-02,mcmc_60k_sh3_aggr17_prune_b7,7,24.47442054748535,0.7697420716285706,0.2838551104068756
2026-07-01,mcmc_60k_sh3_aggr17_ver1_b7,7,,,
